300,438
22,446
92,251
375,470
4,20
144,492
53,468
418,472
10,267
188,434
18,267
111,273
79,280
92,221
226,283
167,488
129,186
69,201
15,83
227,364
60,405
407,427
126,247
82,166
215,384
56,182
311,444
181,302
65,489
269,361
230,348
66,403
248,433
413,453
92,245
27,233
320,467
234,444
44,411
370,410
16,153
195,489
225,481
49,453
33,477
218,298
48,450
190,398
107,443
91,454
45,306
345,358
225,461
226,268
443,485
14,130
171,485
53,55
273,353
20,495
215,415
236,282
100,223
119,443
242,285
401,458
196,270
73,336
25,37
125,311
315,382
96,355
82,151
222,407
161,213
100,345
117,422
255,308
35,293
17,307
35,342
263,390
294,318
43,454
41,339
250,451
127,350
11,330
28,287
472,488
84,499
27,124
179,407
186,244
253,420
194,241
92,291
23,94
237,324
342,397
103,328
274,343
268,396
265,396
15,376
118,476
67,128
49,277
62,114
118,224
213,242
402,492
123,415
102,426
380,443
297,409
13,279
74,288
452,492
241,397
35,72
106,407
109,141
357,490
16,395
230,429
73,215
61,293
117,440
195,380
46,131
179,480
148,469
335,422
46,105
285,348
203,264
181,346
222,304
14,29
252,443
13,388
197,343
13,315
162,367
94,157
310,343
49,85
116,321
135,251
249,374
76,488
75,115
37,164
321,328
34,437
258,391
75,85
17,138
119,310
47,323
168,497
260,290
86,166
147,222
290,478
5,492
317,436
13,191
325,384
235,250
13,202
25,183
281,356
50,204
266,386
367,396
214,444
174,328
85,491
330,489
30,162
64,133
15,151
278,303
171,310
259,311
22,407
245,500
116,304
404,416
35,498
62,254
283,431
152,268
190,462
360,381
216,453
47,213
118,258
218,405
182,243
151,307
258,469
7,156
154,411
119,371
52,300
156,252
197,302
187,265
268,330
88,369
6,119
112,225
185,258
286,319
6,136
229,321
70,321
310,399
95,443
106,302
153,477
95,373
123,318
305,354
6,179
56,495
220,336
23,392
104,428
3,493
325,460
175,467
281,331
52,413
100,419
27,53
88,382
401,435
41,122
192,229
217,484
261,311
12,195
246,363
316,498
12,424
28,223
115,235
23,496
255,474
202,434
78,83
12,484
207,281
19,83
293,391
159,493
24,296
202,333
206,451
138,202
42,233
272,417
144,389
122,465
190,195
173,327
219,230
387,427
131,158
243,306
20,467
149,206
382,401
40,429
152,349
292,414
10,147
286,440
182,350
203,342
240,473
144,382
270,446
206,220
332,408
164,441
190,391
285,452
86,104
261,363
61,244
34,479
315,489
1,344
160,262
134,249
71,272
228,306
12,31
260,485
153,367
220,440
92,249
200,456
241,305
295,355
79,434
218,444
204,387
109,281
121,166
4,258
135,342
189,222
100,171
439,460
136,316
89,420
158,410
291,489
317,419
138,426
92,438
187,230
45,272
175,476
248,423
132,297
128,472
103,194
232,335
327,491
73,413
372,391
90,361
188,241
142,445
24,224
76,184
45,490
166,434
244,463
10,190
4,246
168,436
51,323
288,490
314,484
369,377
149,190
421,496
404,463
204,270
253,476
3,298
194,457
324,447
298,440
219,343
113,211
350,371
299,373
226,322
104,137
164,332
26,272
14,28
217,443
107,120
201,442
204,318
80,191
14,250
13,280
7,274
343,411
178,460
193,419
5,488
31,64
360,380
3,65
18,175
13,221
207,269
226,497
82,381
119,269
291,352
180,289
68,298
213,323
368,455
251,326
204,391
343,389
27,342
52,423
98,372
144,225
402,463
7,260
70,279
372,445
313,367
350,397
208,290
104,106
95,202
6,208
68,445
1,318
218,498
210,245
14,423
65,340
39,58
121,347
152,220
148,212
222,395
16,351
437,460
79,461
283,342
468,474
11,185
57,144
90,477
365,387
22,245
234,248
31,56
85,121
163,496
163,194
88,475
175,365
230,315
90,211
162,321
0,261
428,444
405,489
130,199
298,477
315,380
153,424
397,466
2,62
415,438
146,386
190,387
93,184
151,363
305,479
85,441
49,132
180,493
225,442
81,409
35,307
118,220
97,291
20,35
178,438
84,346
108,378
19,170
267,437
122,188
160,493
56,424
67,151
292,375
132,147
59,275
428,462
376,394
48,91
237,448
83,463
165,430
102,235
92,138
81,108
147,333
346,432
49,190
152,223
48,291
172,336
349,375
331,345
57,63
85,300
218,433
64,217
291,415
54,179
237,442
39,410
130,190
348,380
263,388
408,479
23,403
10,230
53,475
28,432
72,180
305,312
119,153
18,254
163,419
305,490
104,361
9,29
56,167
128,213
140,169
242,430
21,247
339,398
108,242
107,301
58,133
325,374
2,111
66,220
12,70
321,454
127,337
266,304
272,288
48,412
160,265
127,324
189,199
4,309
167,393
134,496
212,371
265,448
32,133
70,75
27,237
12,92
43,473
177,345
124,229
147,344
307,477
297,465
0,182
250,343
171,279
186,426
81,420
104,466
258,360
322,415
210,464
79,446
15,178
278,481
278,489
442,473
237,440
114,374
139,474
56,441
192,494
448,488
168,331
3,30
250,486
94,248
14,140
12,66
371,380
28,329
114,497
225,245
133,413
286,493
14,195
151,281
224,428
76,468
114,186
376,481
62,127
237,441
309,480
181,273
342,459
3,427
232,464
40,196
77,246
399,468
114,228
442,443
393,417
320,418
208,386
240,418
426,493
374,444
221,280
164,291
33,356
30,332
95,180
402,456
135,378
209,426
162,303
49,282
258,399
194,331
368,451
28,175
167,205
45,76
191,306
234,440
68,244
107,377
28,187
143,353
329,376
248,354
3,359
36,196
197,444
256,464
388,499
22,219
403,456
179,261
111,425
175,195
114,480
236,435
314,316
119,226
128,455
134,218
46,266
306,411
139,192
71,346
366,498
284,476
453,477
153,298
313,467
381,392
71,375
216,426
10,37
72,446
152,236
61,87
294,477
255,407
81,125
2,108
18,390
133,262
336,499
30,70
343,392
227,496
289,373
345,494
146,171
274,486
255,276
315,446
219,485
25,291
336,500
39,89
45,99
77,399
241,249
76,148
235,390
88,298
410,428
456,464
254,360
208,492
41,277
61,310
191,342
245,478
168,498
22,480
117,181
71,453
53,400
24,70
166,485
86,162
100,474
215,298
72,244
108,285
273,294
224,347
88,312
136,431
471,474
183,415
100,330
155,233
264,459
65,445
258,446
295,408
176,473
46,123
135,391
289,379
103,140
49,358
96,448
37,337
193,246
95,139
399,469
359,481
292,394
125,199
316,497
357,426
259,471
163,403
340,375
165,195
284,341
219,473
249,294
64,195
263,290
202,298
304,355
159,199
70,228
55,390
86,355
36,346
126,346
29,293
21,173
117,417
10,76
51,90
118,309
34,189
448,469
459,482
244,265
121,419
44,98
321,370
65,316
162,412
108,281
160,410
238,329
221,418
261,297
57,172
17,104
124,351
10,39
346,385
118,475
414,486
45,152
89,386
52,499
379,406
230,361
201,459
254,438
113,455
174,469
137,224
46,205
443,476
27,109
6,47
322,441
106,289
83,211
163,228
24,112
284,372
57,131
67,94
356,419
70,110
27,423
192,425
329,488
257,430
40,205
6,258
7,149
156,337
302,434
262,395
266,477
302,441
60,98
218,497
266,447
35,281
147,320
185,495
185,283
86,289
54,333
308,466
12,500
173,374
342,433
175,489
156,287
8,231
319,435
82,129
70,194
279,336
189,292
14,328
108,216
142,350
91,220
46,331
221,361
80,85
94,101
376,455
192,242
72,276
151,370
206,386
91,220
4,6
66,138
52,89
12,471
273,282
117,256
11,353
246,458
191,336
116,372
352,389
351,393
155,337
168,260
193,356
141,321
136,189
54,70
98,469
228,270
333,348
431,499
95,211
275,366
299,398
223,293
203,459
114,220
404,481
198,464
323,387
41,386
210,233
146,245
339,394
334,439
198,291
77,474
234,473
37,55
58,440
17,117
85,272
110,198
202,221
36,354
333,384
383,478
75,459
326,340
223,257
101,274
170,184
349,402
135,149
38,418
143,366
303,404
237,488
107,323
125,250
174,250
41,151
232,280
33,224
212,493
122,271
408,447
205,266
37,438
188,478
192,361
430,478
167,172
245,327
179,202
142,417
309,392
63,471
15,455
260,267
239,354
21,378
196,240
1,75
159,180
8,404
286,399
316,355
111,444
304,480
111,283
280,447
12,216
133,438
313,467
250,383
417,462
159,494
334,490
44,223
33,283
129,182
22,229
38,460
196,480
19,145
265,440
13,327
290,364
217,464
131,362
15,49
92,147
55,257
96,398
184,422
318,373
231,396
117,376
3,21
25,263
343,460
274,405
252,305
13,184
104,223
97,135
264,477
34,375
180,411
356,469
51,340
239,302
358,411
93,135
225,336
87,88
104,177
202,313
389,413
